query_id,dataset,model_family,seed,depth,setting,constraint,subgroup,method,valid,abstained,cost_l1,cost_l2,sparsity,plausibility,utility,regret,route_accuracy,runtime_sec,chosen_alpha,oracle_alpha,oracle_utility,projection_route,escalated_exact,accepted_exact
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=1,adult,tree,7,3,in_domain,r2_realistic,Male,rule_router,1.0,0.0,2.0,1.4142135623730951,2.0,2.400821129664627,2.460123169449694,0.0,1.0,5.199923180043697e-06,1.0,1.0,2.460123169449694,1.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=1,adult,tree,7,3,in_domain,r2_realistic,Male,learned_router,1.0,0.0,2.0,1.4142135623730951,2.0,2.400821129664627,2.460123169449694,0.0,1.0,5.199923180043697e-06,1.0,1.0,2.460123169449694,1.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=1,adult,tree,7,3,in_domain,r2_realistic,Male,learned_router_no_shift,1.0,0.0,2.0,1.4142135623730951,2.0,2.400821129664627,2.460123169449694,0.0,1.0,5.199923180043697e-06,1.0,1.0,2.460123169449694,1.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=1,adult,tree,7,3,in_domain,r2_realistic,Male,learned_router_no_geometry,1.0,0.0,2.0,1.4142135623730951,2.0,2.400821129664627,2.460123169449694,0.0,1.0,5.199923180043697e-06,1.0,1.0,2.460123169449694,1.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=1,adult,tree,7,3,in_domain,r2_realistic,Male,utility_router,1.0,0.0,2.0,1.4142135623730951,2.0,2.400821129664627,2.460123169449694,0.0,1.0,5.199923180043697e-06,1.0,1.0,2.460123169449694,1.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=1,adult,tree,7,3,in_domain,r2_realistic,Male,utility_router_guarded,1.0,0.0,2.0,1.4142135623730951,2.0,2.400821129664627,2.460123169449694,0.0,1.0,5.199923180043697e-06,1.0,1.0,2.460123169449694,1.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=1,adult,tree,7,3,in_domain,r2_realistic,Male,utility_router_no_shift,1.0,0.0,2.0,1.4142135623730951,2.0,2.400821129664627,2.460123169449694,0.0,1.0,5.199923180043697e-06,1.0,1.0,2.460123169449694,1.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=1,adult,tree,7,3,in_domain,r2_realistic,Male,utility_router_no_geometry,1.0,0.0,2.0,1.4142135623730951,2.0,2.400821129664627,2.460123169449694,0.0,1.0,5.199923180043697e-06,1.0,1.0,2.460123169449694,1.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=1,adult,tree,7,3,in_domain,r2_realistic,Male,safe_router,1.0,0.0,2.0,1.4142135623730951,2.0,2.400821129664627,2.460123169449694,0.0,1.0,5.199923180043697e-06,1.0,1.0,2.460123169449694,1.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=1,adult,tree,7,3,in_domain,r2_realistic,Male,exact_tree_milp,1.0,0.0,2.0000000261910458,1.4142135623730951,2.0,2.4008211253956118,2.4601231950003877,2.5550693560916216e-08,0.0,0.07826660003047436,-1.0,1.0,2.460123169449694,0.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=1,adult,tree,7,3,in_domain,r2_realistic,Male,cascade_exact_auto,1.0,0.0,2.0,1.4142135623730951,2.0,2.400821129664627,2.460123169449694,0.0,1.0,0.07826660003047436,1.0,1.0,2.460123169449694,1.0,1.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=7,adult,tree,7,3,in_domain,r2_realistic,Male,nn_positive_train,1.0,0.0,7.056556508444395,2.8099842428581447,7.0,1.6016408885225342,7.646802641722775,5.186290778082388,,9.00006853044033e-07,0.0,1.0,2.460511863640386,0.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=7,adult,tree,7,3,in_domain,r2_realistic,Male,knn_mean_k5,1.0,0.0,6.073340694481167,2.6601982295248114,7.0,1.4988981996754607,6.648175424432486,4.1876635607921,,1.300009898841381e-06,0.0,1.0,2.460511863640386,0.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=7,adult,tree,7,3,in_domain,r2_realistic,Male,projection_only,1.0,0.0,2.0,1.4142135623730951,2.0,2.4034124242692396,2.460511863640386,0.0,1.0,9.09995287656784e-06,1.0,1.0,2.460511863640386,1.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=7,adult,tree,7,3,in_domain,r2_realistic,Male,fixed_blend,1.0,0.0,2.0,1.4142135623730951,2.0,2.4034124242692396,2.460511863640386,0.0,1.0,9.09995287656784e-06,1.0,1.0,2.460511863640386,1.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=7,adult,tree,7,3,in_domain,r2_realistic,Male,fixed_blend_no_repair,1.0,0.0,2.0,1.4142135623730951,2.0,2.4034124242692396,2.460511863640386,0.0,1.0,4.399917088449001e-06,1.0,1.0,2.460511863640386,1.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=7,adult,tree,7,3,in_domain,r2_realistic,Male,learned_alpha,1.0,0.0,2.3056556508444395,1.427921606549572,5.0,2.405886210211529,2.9165385823761687,0.4560267187357825,0.0,0.0003253000322729349,0.9,1.0,2.460511863640386,0.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=7,adult,tree,7,3,in_domain,r2_realistic,Male,rule_router,1.0,0.0,2.0,1.4142135623730951,2.0,2.4034124242692396,2.460511863640386,0.0,1.0,9.09995287656784e-06,1.0,1.0,2.460511863640386,1.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=7,adult,tree,7,3,in_domain,r2_realistic,Male,learned_router,1.0,0.0,2.0,1.4142135623730951,2.0,2.4034124242692396,2.460511863640386,0.0,1.0,9.09995287656784e-06,1.0,1.0,2.460511863640386,1.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=7,adult,tree,7,3,in_domain,r2_realistic,Male,learned_router_no_shift,1.0,0.0,2.0,1.4142135623730951,2.0,2.4034124242692396,2.460511863640386,0.0,1.0,9.09995287656784e-06,1.0,1.0,2.460511863640386,1.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=7,adult,tree,7,3,in_domain,r2_realistic,Male,learned_router_no_geometry,1.0,0.0,2.0,1.4142135623730951,2.0,2.4034124242692396,2.460511863640386,0.0,1.0,9.09995287656784e-06,1.0,1.0,2.460511863640386,1.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=7,adult,tree,7,3,in_domain,r2_realistic,Male,utility_router,1.0,0.0,2.0,1.4142135623730951,2.0,2.4034124242692396,2.460511863640386,0.0,1.0,9.09995287656784e-06,1.0,1.0,2.460511863640386,1.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=7,adult,tree,7,3,in_domain,r2_realistic,Male,utility_router_guarded,1.0,0.0,2.0,1.4142135623730951,2.0,2.4034124242692396,2.460511863640386,0.0,1.0,9.09995287656784e-06,1.0,1.0,2.460511863640386,1.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=7,adult,tree,7,3,in_domain,r2_realistic,Male,utility_router_no_shift,1.0,0.0,2.0,1.4142135623730951,2.0,2.4034124242692396,2.460511863640386,0.0,1.0,9.09995287656784e-06,1.0,1.0,2.460511863640386,1.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=7,adult,tree,7,3,in_domain,r2_realistic,Male,utility_router_no_geometry,1.0,0.0,2.0,1.4142135623730951,2.0,2.4034124242692396,2.460511863640386,0.0,1.0,9.09995287656784e-06,1.0,1.0,2.460511863640386,1.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=7,adult,tree,7,3,in_domain,r2_realistic,Male,safe_router,1.0,0.0,2.0,1.4142135623730951,2.0,2.4034124242692396,2.460511863640386,0.0,1.0,9.09995287656784e-06,1.0,1.0,2.460511863640386,1.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=7,adult,tree,7,3,in_domain,r2_realistic,Male,exact_tree_milp,1.0,0.0,2.0000000865160343,1.4142135623730963,2.0,2.403412425212969,2.4605119502979798,8.665759354542502e-08,0.0,0.08474560000468045,-1.0,1.0,2.460511863640386,0.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=7,adult,tree,7,3,in_domain,r2_realistic,Male,cascade_exact_auto,1.0,0.0,2.0,1.4142135623730951,2.0,2.4034124242692396,2.460511863640386,0.0,1.0,9.09995287656784e-06,1.0,1.0,2.460511863640386,1.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=10,adult,tree,7,3,in_domain,r2_realistic,Male,nn_positive_train,1.0,0.0,4.0,2.0,4.0,1.5371514198500782,4.430572712977512,2.0171492952426266,,1.00000761449337e-06,0.0,0.75,2.4134234177348857,0.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=10,adult,tree,7,3,in_domain,r2_realistic,Male,knn_mean_k5,1.0,0.0,4.047661861880355,2.000567832660993,5.0,1.5365092364820938,4.528138247352669,2.1147148296177836,,1.200009137392044e-06,0.0,0.75,2.4134234177348857,0.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=10,adult,tree,7,3,in_domain,r2_realistic,Male,projection_only,1.0,0.0,2.0,1.4142135623730951,2.0,2.0894894515659024,2.4134234177348857,0.0,0.0,9.499955922365189e-06,1.0,0.75,2.4134234177348857,1.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=10,adult,tree,7,3,in_domain,r2_realistic,Male,fixed_blend,1.0,0.0,2.0,1.4142135623730951,2.0,2.0894894515659024,2.4134234177348857,0.0,0.0,9.499955922365189e-06,1.0,0.75,2.4134234177348857,1.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=10,adult,tree,7,3,in_domain,r2_realistic,Male,fixed_blend_no_repair,1.0,0.0,2.0,1.4142135623730951,2.0,2.0894894515659024,2.4134234177348857,0.0,0.0,4.300032742321491e-06,1.0,0.75,2.4134234177348857,1.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=10,adult,tree,7,3,in_domain,r2_realistic,Male,learned_alpha,1.0,0.0,2.0,1.4142135623730951,2.0,2.0894894515659024,2.4134234177348857,0.0,0.0,9.499955922365189e-06,1.0,0.75,2.4134234177348857,1.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=10,adult,tree,7,3,in_domain,r2_realistic,Male,rule_router,1.0,0.0,2.0,1.4142135623730951,2.0,2.0894894515659024,2.4134234177348857,0.0,0.0,9.499955922365189e-06,1.0,0.75,2.4134234177348857,1.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=10,adult,tree,7,3,in_domain,r2_realistic,Male,learned_router,1.0,0.0,2.0,1.4142135623730951,2.0,2.0894894515659024,2.4134234177348857,0.0,0.0,9.499955922365189e-06,1.0,0.75,2.4134234177348857,1.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=10,adult,tree,7,3,in_domain,r2_realistic,Male,learned_router_no_shift,1.0,0.0,2.0,1.4142135623730951,2.0,2.0894894515659024,2.4134234177348857,0.0,0.0,9.499955922365189e-06,1.0,0.75,2.4134234177348857,1.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=10,adult,tree,7,3,in_domain,r2_realistic,Male,learned_router_no_geometry,1.0,0.0,2.0,1.4142135623730951,2.0,2.0894894515659024,2.4134234177348857,0.0,0.0,9.499955922365189e-06,1.0,0.75,2.4134234177348857,1.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=10,adult,tree,7,3,in_domain,r2_realistic,Male,utility_router,1.0,0.0,2.0,1.4142135623730951,2.0,2.0894894515659024,2.4134234177348857,0.0,0.0,9.499955922365189e-06,1.0,0.75,2.4134234177348857,1.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=10,adult,tree,7,3,in_domain,r2_realistic,Male,utility_router_guarded,1.0,0.0,2.0,1.4142135623730951,2.0,2.0894894515659024,2.4134234177348857,0.0,0.0,9.499955922365189e-06,1.0,0.75,2.4134234177348857,1.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=10,adult,tree,7,3,in_domain,r2_realistic,Male,utility_router_no_shift,1.0,0.0,2.0,1.4142135623730951,2.0,2.0894894515659024,2.4134234177348857,0.0,0.0,9.499955922365189e-06,1.0,0.75,2.4134234177348857,1.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=10,adult,tree,7,3,in_domain,r2_realistic,Male,utility_router_no_geometry,1.0,0.0,2.0,1.4142135623730951,2.0,2.0894894515659024,2.4134234177348857,0.0,0.0,9.499955922365189e-06,1.0,0.75,2.4134234177348857,1.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=10,adult,tree,7,3,in_domain,r2_realistic,Male,safe_router,1.0,0.0,2.0,1.4142135623730951,2.0,2.0894894515659024,2.4134234177348857,0.0,0.0,9.499955922365189e-06,1.0,0.75,2.4134234177348857,1.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=10,adult,tree,7,3,in_domain,r2_realistic,Male,exact_tree_milp,1.0,0.0,2.0000000445516015,1.4142135623730956,2.0,2.0894894445191357,2.413423461229472,4.349458615493518e-08,0.0,0.08251130010467023,-1.0,0.75,2.4134234177348857,0.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=10,adult,tree,7,3,in_domain,r2_realistic,Male,cascade_exact_auto,1.0,0.0,2.0,1.4142135623730951,2.0,2.0894894515659024,2.4134234177348857,0.0,0.0,9.499955922365189e-06,1.0,0.75,2.4134234177348857,1.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=17,adult,tree,7,3,in_domain,r2_realistic,Female,nn_positive_train,1.0,0.0,4.694524178137702,2.1171593785111815,5.0,1.9440703622760271,5.2361347324791065,2.8626805688555663,,9.00006853044033e-07,0.0,1.0,2.3734541636235402,0.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=17,adult,tree,7,3,in_domain,r2_realistic,Female,knn_mean_k5,1.0,0.0,6.857849355624911,2.555012412862082,8.0,1.5888066138230545,7.496170347698369,5.122716184074829,,1.400010660290718e-06,0.0,1.0,2.3734541636235402,0.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=17,adult,tree,7,3,in_domain,r2_realistic,Female,projection_only,1.0,0.0,2.0,1.4142135623730951,2.0,1.823027757490268,2.3734541636235402,0.0,1.0,1.0299962013959885e-05,1.0,1.0,2.3734541636235402,1.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=17,adult,tree,7,3,in_domain,r2_realistic,Female,fixed_blend,1.0,0.0,2.0,1.4142135623730951,2.0,1.823027757490268,2.3734541636235402,0.0,1.0,1.0299962013959885e-05,1.0,1.0,2.3734541636235402,1.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=17,adult,tree,7,3,in_domain,r2_realistic,Female,fixed_blend_no_repair,1.0,0.0,2.0,1.4142135623730951,2.0,1.823027757490268,2.3734541636235402,0.0,1.0,4.09991480410099e-06,1.0,1.0,2.3734541636235402,1.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=17,adult,tree,7,3,in_domain,r2_realistic,Female,learned_alpha,1.0,0.0,2.0,1.4142135623730951,2.0,1.823027757490268,2.3734541636235402,0.0,1.0,1.0299962013959885e-05,1.0,1.0,2.3734541636235402,1.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=17,adult,tree,7,3,in_domain,r2_realistic,Female,rule_router,1.0,0.0,2.0,1.4142135623730951,2.0,1.823027757490268,2.3734541636235402,0.0,1.0,1.0299962013959885e-05,1.0,1.0,2.3734541636235402,1.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=17,adult,tree,7,3,in_domain,r2_realistic,Female,learned_router,1.0,0.0,2.0,1.4142135623730951,2.0,1.823027757490268,2.3734541636235402,0.0,1.0,1.0299962013959885e-05,1.0,1.0,2.3734541636235402,1.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=17,adult,tree,7,3,in_domain,r2_realistic,Female,learned_router_no_shift,1.0,0.0,2.0,1.4142135623730951,2.0,1.823027757490268,2.3734541636235402,0.0,1.0,1.0299962013959885e-05,1.0,1.0,2.3734541636235402,1.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=17,adult,tree,7,3,in_domain,r2_realistic,Female,learned_router_no_geometry,1.0,0.0,2.0,1.4142135623730951,2.0,1.823027757490268,2.3734541636235402,0.0,1.0,1.0299962013959885e-05,1.0,1.0,2.3734541636235402,1.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=17,adult,tree,7,3,in_domain,r2_realistic,Female,utility_router,1.0,0.0,2.0,1.4142135623730951,2.0,1.823027757490268,2.3734541636235402,0.0,1.0,1.0299962013959885e-05,1.0,1.0,2.3734541636235402,1.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=17,adult,tree,7,3,in_domain,r2_realistic,Female,utility_router_guarded,1.0,0.0,2.0,1.4142135623730951,2.0,1.823027757490268,2.3734541636235402,0.0,1.0,1.0299962013959885e-05,1.0,1.0,2.3734541636235402,1.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=17,adult,tree,7,3,in_domain,r2_realistic,Female,utility_router_no_shift,1.0,0.0,2.0,1.4142135623730951,2.0,1.823027757490268,2.3734541636235402,0.0,1.0,1.0299962013959885e-05,1.0,1.0,2.3734541636235402,1.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=17,adult,tree,7,3,in_domain,r2_realistic,Female,utility_router_no_geometry,1.0,0.0,2.0,1.4142135623730951,2.0,1.823027757490268,2.3734541636235402,0.0,1.0,1.0299962013959885e-05,1.0,1.0,2.3734541636235402,1.0,0.0,0.0
adult|model=tree|seed=7|depth=3|constraint=r2_realistic|setting=in_domain|row=17,adult,tree,7,3,in_domain,r2_realistic,Female,safe_router,1.0,0.0,2.0,1.4142135623730951,2.0,1.823027757490268,2.3734541636235402,0.0,1.0,1.0299962013959885e-05,1.0,1.0,2.3734541636235402,1.0,0.0,0.0
